程序导标记，不用翻译,,
STRID,LAN,Remark
MSG_LOADTIME_1,Loading Time: %d hour %d minute %d second,
MSG_LOADTIME_2,Loading Time: %d hour %d minute,
MSG_LOADTIME_3,Loading Time: %d minute %d second,
MSG_LOADTIME_4,Loading Time: %d minute,
MSG_LOADTIME_5,Loading Time: %d second,
MSG_LOADTIME_6,Loading Time: %.1f second,
msg_login1,"Failed login, unknown error.",
msg_login10,Account banned reasons:,
msg_login11,"Failed in creating characters, name contain illegal words.",
msg_login12,"Failed in creating characters, only English letters and digits allowed in character name.",
msg_login13,Character is locked.,
msg_login14,"Security code input error, please re-login.",
msg_login15,"Security password input error, please re-login.",
msg_login16,Game Server is temporarily unavailable.,
msg_login2,Login failed.,
msg_login20,You must login at the appointed time.,
msg_login21,"Secondary password error, if GM is operating your account, please wait.",
msg_login24,"You have reached max login number, please apply login time again.",
msg_login25,"You must log in within the given time, please re-apply your login time.",
msg_login26,Wrong account or temporary password!,
msg_login27,Don't support password mode.,
msg_login28,Account has not been activated.,
msg_login29,Wrong account or password!,
msg_login3,User name or password error.,
msg_login30,"This password has been used, please create a new one.",
msg_login31,"Wrong password or time, please check.  If time is wrong, please adjust.",
msg_login32,"Wrong password or time, please check.  If time is wrong, please adjust.",
msg_login33,"This password has been used, please create a new one.",
msg_login34,"Password Time error, please check!",
msg_login4,Acquiring server IP address.,
msg_login5,"Failed in creating new characters, exist same character name.",
msg_login6,"Failed in creating new characters, unknown error.",
msg_login7,Character name length illegal.,
msg_login8,Maximum create 3 characters on one server.,
msg_login9,"This account was banned, unban time is:",
msg_look_for_help,/s  Back to general channel.   /? chat  Check help details.,
msg_loot_body_assign_item,Are you sure to give item  [%s] to [%s] ?,
msg_loot_body_title,Item distribute,
msg_loot_drop_task_error,Quest item is enough.,
MSG_LOSE_, lost ,
msg_mail_ask_ack,Are you sure want send the attachment to the receiver?,
msg_mail_can_not_send_money_error,You cannot send money in mail.,
msg_mail_cannot_send,Item can not be mailed.,
msg_mail_const_a_money,Money Added,
msg_mail_const_bronze, copper ,
msg_mail_const_gold, gold ,
msg_mail_const_silver, silver ,
msg_mail_content_invalid,Mail content too long.,
msg_mail_content_null,Mail content can not be blank.,
msg_mail_data_err,Mail data error.,
msg_mail_del_ask,Warning: delete mail result delete related attachment.,
msg_mail_del_fail,Mail delete failed.,
msg_mail_get_failed,Failed in getting mail.,
msg_mail_get_money_overflow,You can't carry some more money.,
msg_mail_have_new,You have unread mail !,
msg_mail_hlink,Mail,
msg_mail_item_cannot_trade,Item can't be mailed.,
msg_mail_lessthan_oneday,< 1 day,
msg_mail_money_overflow,Mailed money exceed the limit.,
msg_mail_not_sys_mail,Attention: this mail is not an official mail sent by system.,
msg_mail_notenough_money,Not enough money.,
msg_mail_notenough_postage,Not enough postage fees.,
msg_mail_notenough_size,Failed to take out item.  Maybe your Item Box is full.,
msg_mail_notfind_item,Item [%s] can not be found.,
msg_mail_notfind_mail,Can not find the mail.,
msg_mail_notfind_user,Can't find the player named '%s'.,
msg_mail_other_err1,"For your safety, mails with attachment of money or item can only be sent max %d times per day.",
msg_mail_other_err2,"My dear, normal mail can only be sent no more than %d times per day, please try tomorrow!",
msg_mail_recv_invalid,Receiver can not be recognized.,
msg_mail_recv_null,Receiver can not be blank.,
msg_mail_remain_days,%d days left,
msg_mail_send_failed,Mail send failed.,
msg_mail_send_success,Mail send succeed.,
msg_mail_sendto_self_error,You can't send mail to yourself.,
msg_mail_title_invalid,Mail subject can not be recognized.,
msg_mail_title_null,Subject can not be blank.,
msg_mail_user_cannot_send,Mail can't be sent.,
msg_maintrump_del_protect,"To protect your valuable items, Weapon Talisman with enhanced level higher than %d cannot be deleted!",
msg_max_update_level,Maximum enhancing level ,
msg_maxchr_error,Team scenario players are full.,
MSG_MAXHP_GE,Maximum HP should higher than (including) %d.,
MSG_MAXHP_LE,Maximum HP should lower than (including) %d.,
msg_media_getitem,Congratulations! [%s] defeated %s and looted [%s]!,
msg_media_killboss,"Congratulations! [%s] just did great job in %s, killed Boss ""%s""!",
msg_media_killboss20sheyao,"Congratulations! [%s] succeeded to defeat the last BOSS ""Soul of Snake Demon"" in Snake Cave!",
msg_media_killboss20youtai,"Congratulations! [%s] succeeded to defeat the last BOSS ""Evil Tao Beard"" in Rattan Cave!",
msg_media_killboss30,"Congratulations! [%s] succeeded to defeat the last BOSS ""Buddhist Monk Purple Moon"" in Happiness Hall!",
msg_media_killboss35,"Congratulations! [%s] succeeded to defeat the last BOSS ""Poison Dragon General"" in Laurel Wonderland!",
msg_media_killboss40,"Congratulations! [%s] succeeded to defeat the last BOSS ""Evil Blade"" in Fantasy Palace!",
msg_media_killboss45,"Congratulations! [%s] succeeded to defeat the last BOSS ""Blaze Skull Marshal"" in Bewitcher Cave!",
msg_media_killboss55,"Congratulations! [%s] succeeded to defeat the last BOSS ""Golden Star Tao Guo"" in Seven Stars Stage!",
msg_media_killboss60,"Congratulations! [%s] succeeded to defeat the last BOSS ""Super Battle Spider"" in Spider Catacomb!",
msg_media_killboss65,"Congratulations! [%s] succeeded to defeat the last BOSS ""Hong's Wife"" in Silver Fox Cave!",
msg_media_killboss70,"Congratulations! [%s] succeeded to defeat the last BOSS ""Reviviscent Green Robe Master"" in Chill Wind Cave!",
msg_media_killboss71,"Congratulations! [%s] succeeded to defeat the BOSS ""Zhang Er"" in West Palace Cave!",
msg_media_killboss72,"Congratulations! [%s] succeeded to defeat the BOSS ""Qiu Sher"" in West Palace Cave!",
msg_media_killboss73,"Congratulations! [%s] succeeded to defeat the BOSS ""Yu Yi"" in West Palace Cave!",
msg_media_killboss74,"Congratulations! [%s] succeeded to defeat the last BOSS ""Zoo Duo"" in West Palace Cave!",
msg_media_killboss75,"Congratulations! [%s] succeeded to defeat the BOSS ""Yue Wen"" in Peacock River Sorrow Cave!",
msg_media_killboss76,"Congratulations! [%s] succeeded to defeat the BOSS ""Si Ming"" in Peacock River Sorrow Cave!",
msg_media_killboss77,"Congratulations! [%s] succeeded to defeat the BOSS ""Tan Wu Chen"" in Peacock River Sorrow Cave!",
msg_media_killboss78,"Congratulations! [%s] succeeded to defeat the BOSS ""Cui Ying"" in Peacock River Sorrow Cave!",
msg_media_killboss79,"Congratulations! [%s] succeeded to defeat the last  BOSS ""Hua Wu Xie"" in Peacock River Sorrow Cave!",
msg_media_killbosslangfei,"Congratulations! [%s] succeeded to defeat the  BOSS ""Lang Fei"" in Pirate Lair!",
msg_media_killbossoctopus,"Congratulations! [%s] succeeded to defeat the  BOSS ""Octopus King"" in Pirate Lair!",
msg_media_killbossjinggou,"Congratulations! [%s] succeeded to defeat the last BOSS ""Jing Gou"" in Pirate Lair!",
msg_media_killboss80,Great news!  Special Boss, Hell Flame Demon, has been defeated by all the brave heroes in a joint action!,
msg_media_killboss8212,Awesome! [%s] just changed his gold with Gift Points, now he can use Gift Shop on our Website!,
msg_media_smithing,Incredible! [%s] combined [%s] to +%d successfully!,
msg_media_smithing_1,Something unexpected happened! [%s] failed while trying to combine [%s] to +%d.,
msg_minimap_max_size,Mini map is already at the smallest size.,
msg_minimap_min_size,Mini map is already at the largest size.,
msg_minimap_unknow_area,Unknown Area,
MSG_MINUTE2,Minute,
msg_misc1,It's [%s]!  Are you sure to [%s] it?,
msg_movspeed,Move Speed,
msg_mp,Mana ,
MSG_MP_GE_,Mana should higher than (including) %d.,
MSG_MP_LE_,Mana should lower than (including) %d.,
MSG_MP_REACH_MAX,Your reached your maximum mana points.,
msg_mp_reg,Mana Recover Speed,
msg_murder_apply_fail,Publish quarry failed.,
msg_murder_apply_success,Publish quarry success.,
msg_murder_begin1,Quarry: Sow the wind and reap the whirlwind!  [%s] set [%s] quarry!  ([%s]),
msg_murder_begin2,"Quarry: Gossip spread, if someone kills [%s], he/she will be reward [%s]!",
msg_murder_condition1,"Publish quarry failed, the target player [%s] does not exist.",
msg_murder_condition10,Please input target player name.,
msg_murder_condition11,"Publish quarry failed, can't find target player, or the player is offline.",
msg_murder_condition12,You can't quarry yourself.,
msg_murder_condition13,"Publish quarry failed, the reward should reach %d gold at least.",
msg_murder_condition14,"Publish quarry failed, GM can't be set as quarry!",
msg_murder_condition2,"Publish quarry failed, because you don't have enough gold.",
msg_murder_condition3,"Publish quarry failed, because your reward exceed the upper limitation.",
msg_murder_condition4,"Publish quarry failed, you have to reach level %d to publish a quarry.",
msg_murder_condition5,"Publish quarry failed, target player should at least reach level %d.",
msg_murder_condition6,"Publish quarry failed, can't find the quarry item.",
msg_murder_condition7,"Publish quarry failed, the quarry function is temporarily closed.",
msg_murder_condition8,"Publish quarry failed, the target player has been quarried too many times in one day.",
msg_murder_condition9,"Publish quarry failed, you have to input your reward money.",
msg_murder_end,Quarry: Some people strived for a reward.  [%s] was killed !,
msg_murder_get_reward,You get the quarry reward from [%s].,
msg_murder_hud,[-Q-],
msg_murder_menu_apply,Publish Quarry ,
msg_murder_tip_to,Caution: You're quarried by [%s] !  This person will be added into your foe list automatically.,
msg_must_inectype,Can only be used in scenario.,
msg_must_inwartimearea, only could be used in war.,
msg_mustnot_inwartimearea, can not be used in war.,
MSG_NEED_GODLEV,Required Soul level %d ,
MSG_NEED_LEV,Required level ,
MSG_NEED_PETLEV_MIN,Only available to pet of level 11 and above.,
MSG_NEED_USER_LEV,Required player level %d,
MSG_NEEDGOLD,Need: ,
MSG_NEW_SKILL_,"Your Talisman has got a new skill [%s] activated, please drag skill icon to shortcut bar for convenience.",
MSG_NEW_TALENT_,You can uplevel your new inherence: [%s],
msg_newbie_identify,Newbie Green Identify Gem only can identify bound item.,
msg_newbie_identify_1,Newbie Green Identify Gem only can identify item lower than level 10.,
MSG_NEXT_UPLEV,Next enhancing level,
MSG_NIMBUS_X,%s%s%d Energy,
msg_no_dead_request,"Your jackstraw can revive you at the closest birth place without punishment, do you agree?",
msg_no_dead_used,Your jackstraw revived you at the closest birth place without punishment.,
msg_no_pk_value,Your PK Value is 0 now. Not available.,
msg_none,No Attribute,
msg_not_private_target,Not setting any whisper target.,
MSG_NPC_INTERACTIVE_DIS_TOO_LONG,You are too far from the NPC.  Please get closer to the NPC to talk.,
msg_npc_talk_none,Don't bother me if no emergency.,
MSG_NV_,(not identified),
MSG_OPENDOOR_KEY_ERR,You need corresponding key.,
msg_parry,Block,
MSG_PARRY_,+ %d Block,
MSG_PARRY_HINT,"When attacked by level %d enemy, %.2f%% chance to block.",
MSG_PARTY_IS,Profession should be %d.,
msg_password_not_match,Password not matched.,
msg_password_too_long,Password is too long.,
msg_pet, 's pet,
msg_pet_cannot_free,Current pet is dead. You can not set it free.,
msg_pet_cannot_save,You must recall your pet first before taking another pet from Pet Corral.,
msg_pet_cannot_tame_levlower,You don't have the ability to capture pets.,
msg_pet_cannot_tame_nottame,Target can't be captured.,
msg_pet_closeloot,Disable Auto Pick Skill,
msg_pet_create_failed,Summon pet failed.,
msg_pet_enjoyrate_zero_info,%s is too hungry to accompany you anymore.  Please feed it with pet food to increase its Happy Value.,
msg_pet_forget_error,No pet skill could be forgotten.,
msg_pet_forget_title,Use Book of Skill Oblivion,
msg_pet_forgetskill_ask,"Use this book, your pet will forget all skills has learnt exclude default skill.  Are you sure to continue?",
msg_pet_free_ask,Are you sure to set current pet free?,
msg_pet_free_ask_p,Are you sure to set  [%s]  free?,
msg_pet_free_cmd,Set Free,
msg_pet_havelearned_error,Invalid: current pet learnt this skill already.,
msg_pet_hlink,Pet Corral,
msg_pet_hotkey_attack,Pet attack,
msg_pet_hotkey_return,Pet return,
msg_pet_hotkey_skill1,Pet skills hotkey1,
msg_pet_hotkey_skill2,Pet skills hotkey2,
msg_pet_hotkey_skill3,Pet skills hotkey3,
msg_pet_hotkey_skill4,Pet skills hotkey4,
msg_pet_hotkey_skill5,Pet skills hotkey5,
msg_pet_isdead,Pet is dead.,
msg_pet_isexist,Pet is exist.,
msg_pet_isnot_dead,Pet is still alive. ,
msg_pet_isnot_exist,Pet does not exist.,
msg_pet_item_del_error,"To destroy item, take the pet back first.",
msg_pet_learn_newskill,Pet has learnt a new skill.,
msg_pet_learnskill_more_error,Can't use: current pet can not learn new skill any more.,
msg_pet_levelup_limit_error,Can't use: current pet reached highest level already.,
msg_pet_levelup_nopet_error,Currently no pet.,
msg_pet_levelup_notenough_exp,Can't use: current pet has not enough Experience.,
msg_pet_multi_error,You only can summon one pet.,
msg_pet_no_pet,Currently no pet.,
msg_pet_num_enough_error,You have reached maximum of your pets amount.,
msg_pet_openloot,Enable Auto Pick Skill,
msg_pet_recall_cmd,Recall,
msg_pet_rename_cmd,Rename,
msg_pet_rename_err,Pet was renamed too many times.,
msg_pet_rename_error,Rename failed,
msg_pet_rename_error1,No little pet summoned.  Can not restore the rename chance.,
msg_pet_rename_error2,"The rename chances of your little pet is still 3, so the scroll can not be used.",
msg_pet_rl_rc_busy,Current act is in processing.,
msg_pet_tame_exists_error,You have a pet already.,
msg_pet_unknown,Unknown pet.,
msg_pet_useskill_error,Pet can't use it's skills.,
msg_pet_view,Pet Detail,
msg_pet_view_carry,Withdraw,
msg_pet_view_s_and_c,D / W,
msg_pet_view_storage,Deposit,
msg_petclose_can_not_add,"No pet was found, or it has full intimity.",
msg_petfeed_full,"With full Happy Value, it cannot be fed now.",
msg_petfeed_pet_notmatch,Your pet doesn't like this food.,
msg_petfeed_tar_invalid,Invalid target,
msg_phy,Physical,
MSG_PK_AREA_INVALID,PK is not allowed in this area.,
MSG_PK_DEFSTATE_BEGIN,You are in self-defense status to player [%s].,
MSG_PK_DEFSTATE_BEGIN_1,[%s] is in self-defense status to you.,
MSG_PK_DEFSTATE_END,Your self-defense status to player [%s] finished.,
MSG_PK_DEFSTATE_END_1,[%s] is not in self-defense status to you now.,
MSG_PK_DISABLE_USE,Your PK Value is too high to use items and cast magic.,
MSG_PK_ENEMY,Capture,
MSG_PK_FREE,Free,
MSG_PK_GET_EQUIP,"You won in the PK, you earned one item from your opponent and the item added to your item box.",
MSG_PK_GUILD,Guild,
MSG_PK_INVALID_NOW,PK is not allowed now.,
MSG_PK_LEVEL_PROTECT,Can't PK if character is under level 20!,
MSG_PK_LOST_EQUIP,"You were killed in PK, you lost your item [%s].  (red name character may lost game gear, exp, energy and money while was killed)",
MSG_PK_LOST_INVENTRY_ITEM,"You were killed in PK, you lost your item [%s] from your item box.  (red name character may lost game gear, exp, energy and money while was killed)",
MSG_PK_MODE_,PK Mode: ,
MSG_PK_MODE_IS,Your current PK mode is: %s,
MSG_PK_MONSTER,Peace,
MSG_PK_RED_CANNOT_ENTER,"Can't enter, because you are red name.",
MSG_PK_RED_DROP_TIP,"Caution: You're in RED NAME status!  You will lose experience, energy and money if you're killed by other players.  Be careful!",
MSG_PK_TEAM,Team,
msg_point_buy_items_fail,"Trading failed, not enough T-Points.",
msg_point_buy_items_succeed,Trading succeed.,
msg_point_buy_items_time_out,"You can't trade temporarily,  please try later.",
msg_point_buy_items_waite,"It's trading now, please wait...",
msg_point_shop_affirm,"Do you want to purchase %s %s?  Please click 'Ok' to confirm, or click 'Cancel' to abandon.",
msg_point_shop_buy_lev_limit,Your character level is not high enough to purchase item in the Shop.,
msg_point_shop_buy1,"You will purchase %d %s, please confirm.",
msg_point_shop_buy2,"You will purchase %d set(s), totally %d %s, please confirm.",
msg_point_shop_buy3,Please input the number of item you want to buy in the blank.,
msg_point_shop_crystal_count,Amount of Bound T-Points,
msg_point_shop_crystal_enter,Go to Bound Item Shop,
msg_point_shop_no_point,"Not enough T-Points, you can't purchase.",
msg_point_shop_open_lev_limit,Your character level is not high enough to open the Shop interface.,
msg_point_shop_point,T-Points: ,
msg_point_shop_point_count,T-Points:,
msg_point_shop_point_enter,Go to Shop,
msg_point_shop_point_type_0,T-Points:,
msg_point_shop_point_type_1,T-Points(b) :,
MSG_POINTS_GE,At least need %d fighting points.,
msg_poison,Poison,
msg_poisonarm,Poison Resist,
MSG_POISONARM_HINT,"To level %d enemy,  poison damage decrease: %.2f%% ",
msg_popmenu_add_block,Add into Black List,
msg_popmenu_add_enemy,Add into Foe List,
msg_popmenu_add_friend,Add into Friend List,
msg_popmenu_allot_flag,Distribute Mode: ,
msg_popmenu_blue_mode,Blue,
msg_popmenu_captain_mode,Teamleader,
msg_popmenu_del_block,Remove from Black List,
msg_popmenu_del_enemy,Remove from Foe List,
msg_popmenu_del_friend,Delete from Friend List,
msg_popmenu_del_team_member,Expel team member,
msg_popmenu_dismiss_team,Dismiss,
msg_popmenu_elevate_captain,Promote to be team leader,
msg_popmenu_glod_mode,Golden,
msg_popmenu_green_mode,Green,
msg_popmenu_leave_team,Leave the team,
msg_popmenu_offline_flag,[offline],
msg_popmenu_pick_flag,Pick Mode: ,
msg_popmenu_pick_free_mode,Free,
msg_popmenu_pick_random_mode,Dice,
msg_popmenu_same_can_not_team,"Dear, no player in one team should be in same name, if so, you will not be teamed.",
msg_popmenu_same_name,Same name error,
msg_popmenu_see_team_member,Check team member,
msg_popmenu_team_invite,Team up,
MSG_PRETIME_1,Preparing Time: %d h %d m %d s,
MSG_PRETIME_2,Preparing Time: %d h %d m,
MSG_PRETIME_3,Preparing Time: %d m %d s,
MSG_PRETIME_4,Preparing Time: %d m,
MSG_PRETIME_5,Preparing Time: %d s,
MSG_PRETIME_6,Preparing Time: %.1f s,
msg_puppet_create_failed,Summon puppet failed.,
msg_puppet_isnot_exist,Current no puppet.,
msg_pve_boss_alive,Active,
msg_pve_boss_dead,Dead,
msg_pve_point_not_enough,At least %d PVE points are needed.,
MSG_RANGEATT_INVALID,You can't use long distance attack now.,
msg_rank_err1,"Server is busy, please try later.",
msg_rank_err2,Can't find matchable player.,
msg_rank_err3,No suitable ranking list.,
msg_rank_err4,Can't find matchable ranking list.,
msg_rank_err5,This player is not in the ranking list.,
msg_rank_err6,Ranking List only shows the Top ,
msg_rank_err7,Can't evaluate this item.,
msg_rank_err8,Ranking List only shows the Top ,
msg_rank1,Rank,
msg_rank10,Name,
msg_rank11,Level,
msg_rank12,Score,
msg_rank13,Owner,
msg_rank14,Not find your item in the ranking list.,
msg_rank15,Soul Class,
msg_rank2,Name,
msg_rank3,Level,
msg_rank4,Soul Level,
msg_rank5,Guild Name,
msg_rank6,Guild Level,
msg_rank7,Profession,
msg_rank8,The evaluation score: %d,
msg_rank9,Evaluate Equipment,
msg_reduce_exp,You lost Experience %d points.,
MSG_RELEASE,Instant Release,
MSG_REMOVE_HATE,Decrease target enemy value.,
MSG_REMOVE_SPECIAL_EFF,Remove all magic effects on target %s.,
msg_reqitem_error,Enter into %s need %s. ,
msg_reqlev_error,%s required level %d.,
msg_reqpk_error,Can't get into scenario because of PK actions.,
msg_revive_request,"[%s] is trying to revive you here, do you agree?",
MSG_RIDE_ERROR1,You can't ride mount at current state.,
MSG_RIDE_OPERROR,"You are in riding status, you can't operate.",
msg_role_active_op_active,Activate this character.,
msg_role_active_op_auto_delete_date,It will be deleted automatically on %d-%d-%d.,
msg_role_active_op_close,Close,
msg_role_active_op_delete,Delete this character.,
msg_role_active_op_error_1,Only 3 characters can be activated.,
msg_role_active_op_error_2,You can activate more character.,
msg_role_active_op_freeze,Block this character.,
msg_role_active_op_ok,Enter to select character.,
msg_role_active_op_return,Back,
msg_role_active_op_undelete,Cancel deleting this character.,
msg_roll_cancel,%s gave up the item: %s,
msg_roll_info,%s versus %s diced %d points. ,
msg_run_content1,You are on the starting point.,
msg_run_content2,You have passed the point(%d).,
msg_run_content3,"Next point is located at [%d,%d].",
msg_run_content4,,
msg_run_title,%s[%d/%d],
msg_run1,"In the race now, you failed to teleport.",
msg_run2,"In the race now, you failed to summon.",
msg_run3,"In the race now, you failed to use.",
msg_run4,"In the race now, you failed to use this item.",
msg_run5,"In the race now, you failed to enter scenario.",
msg_run6,"Running the race, %s cannot enter Arena.",
msg_run7,"You are running race now, so you cannot enter Guild Demesne.",
msg_sale_item_conform,"It's precious item, please confirm!",
msg_school_err1,"Server is busy, please try later.",
msg_school_err10,Your master is offline.,
msg_school_err11,"Abolish apprenticeship unilaterally, so you can't use apprenticeship system in %d hours.",
msg_school_err12,You have a master already.,
msg_school_err13,"To graduate, need master team with apprentice.",
msg_school_err14,"To graduate, need master team with apprentice, and master should be the team leader.",
msg_school_err15,Apprentice need reach level 30 to graduate.,
msg_school_err16,Apprenticeship is incorrect.,
msg_school_err17,"To graduate, you have to be an apprentice.",
msg_school_err18,You have no master now.,
msg_school_err19,You cannot recruit more than %d Apprentices per day.,
msg_school_err2,"To be a master, you can't be an apprentice or you have graduated already.",
msg_school_err20,Only Apprentice without reporting to Master for consecutive %d days can be expulsed.,
msg_school_err21,Apprentice is allowed to quit if Master remains offline for consecutive %d days.,
msg_school_err22,This player has a Master already.,
msg_school_err3,The maximum amount of apprentices of a master is ,
msg_school_err4,Apprentice is offline.,
msg_school_err5,Apprentice level should between: ,
msg_school_err6,Master at least should reach level ,
msg_school_err7,Your recruit apprentice invitation was cancelled for overtime.,
msg_school_err8,The apprentice you want to recruit has a master already.,
msg_school_err9,The total amount of apprentice can't be more than ,
msg_school_leave,Are you sure to abolish?,
msg_school1,Name,
msg_school10,Recruit Time,
msg_school11,Please input your master's name.,
msg_school12,Please input your apprentice's name.,
msg_school13," want to recruit you as apprentice, do you agree?",
msg_school14, reject your invitation to being apprentice.,
msg_school15, recruit an apprentice ,
msg_school16,%d - %d - %d,Master&Apprentice
msg_school17,(offline),
msg_school18,Applying,
msg_school19,Apprentice,
msg_school2,Level,
msg_school20,Graduated,
msg_school21,"Apprentice %s reported to master %s, the achievement level increased %d.  And %s earned extra Experience %d and Energy %d.",
msg_school22,Master List,
msg_school23,Name,
msg_school24,Apprentice Amt.,
msg_school25,Book In Time,
msg_school26,You are in the list to be the apprentice of %s.  Please wait for the confirm.,
msg_school27,System Mail,
msg_school28,%s recruited %s as apprentice.,
msg_school29,System,
msg_school3,Current Status,
msg_school30,System Reward Item,
msg_school31,To Graduate,
msg_school32,Master Point change for Reputation Point,
msg_school33,Apprentice %s graduated successfully from master %s.,
msg_school34,Recruit Apprentice,
msg_school35,Apply to Master,
msg_school36,"Master can expulse apprentice without punishment if apprentice has not reported for %d days.  The apprentice or master, who abolishes the apprenticeship unilaterally, will lose %d Experience of current level, and can't use apprenticeship system in %d hours.  Are you sure to abolish the apprenticeship unilaterally?",
msg_school37,Are you sure to abolish the apprenticeship unilaterally?,
msg_school38,Last Report Time,
msg_school39,%s apply for being an apprentice,
msg_school4,Report Level,
msg_school40,Your master points increased %d,
msg_school41,You have not approved apprentice application yet.,
msg_school42,Your master has not approved your application.,
msg_school43,New apprenticeship system will open soon!  Now the old system is closed.  The relevant quests shall be hold temporarily and can be done after reopening.,
msg_school44,Succeeded to remove this apprentice.,
msg_school45,Succeeded to remove this master.,
msg_school5,Recruit Time,
msg_school6,Name,
msg_school7,Level,
msg_school8,Current Status,
msg_school9,Report Level,
msg_second,second ,
MSG_SECONDS,%d s,Effect Display
MSG_SEE_EQUIP,View Equipment,
msg_self,You ,
msg_self_points_must_ge,Fighting points must more than (including) %d.,
msg_self_weapon_level_must_ge,Player's Talisman level should be higher than (including) %d.,
msg_server_quit,"Server will be closed in %d seconds, please log out to make sure your game data complete.",
msg_server_quit_cd,"Server will be closed in %s, please log out to make sure your game data complete.",
msg_set_can_be_seen_err,This item is available only in PK Arena.,
msg_set_private_target,Set whisper target as [%s].,
MSG_SETHOME,Set Return Spot,
MSG_SETHOME_REQUEST,"If you decide to set the return spot here, you will be teleported here for every time you use the teleport stone.  Will you set it here?",
MSG_SETHOME_SUCCESS,Now here is the return spot.,
MSG_SETTING_COLOR_FLAG,bit,
MSG_SETTING_QUALITY_HEIGHT,   high,
MSG_SETTING_QUALITY_LOW,   low,
MSG_SETTING_QUALITY_MIDDLE,   medium,
MSG_SETTING_REFRESH_HZ,Hz,
MSG_SETTING_WIDTH_SCREEN_FLAG,[wide screen],
msg_shortcut1,Move,
msg_shortcut10,Main Hotkey 5,
msg_shortcut100,Concentration,
msg_shortcut11,Main Hotkey 6,
msg_shortcut12,Main Hotkey 7,
msg_shortcut13,Main Hotkey 8,
msg_shortcut14,Main Hotkey 9,
msg_shortcut15,Main Hotkey 0,
msg_shortcut16,Main Hotkey Page1,
msg_shortcut17,Main Hotkey Page2,
msg_shortcut18,Main Hotkey Page3,
msg_shortcut19,Right Shortcut 1-1,
msg_shortcut2,Sit/Stand,
msg_shortcut20,Right Shortcut 1-2,
msg_shortcut21,Right Shortcut 1-3,
msg_shortcut22,Right Shortcut 1-4,
msg_shortcut23,Right Shortcut 1-5,
msg_shortcut24,Right Shortcut 1-6,
msg_shortcut25,Right Shortcut 1-7,
msg_shortcut26,Right Shortcut 1-8,
msg_shortcut27,Right Shortcut 1-9,
msg_shortcut28,Right Shortcut 1-10,
msg_shortcut29,Right Shortcut 1-11,
msg_shortcut3,Chat,
msg_shortcut30,Right Shortcut 1-12,
msg_shortcut31,Right Shortcut 2-1,
msg_shortcut32,Right Shortcut 2-2,
msg_shortcut33,Right Shortcut 2-3,
msg_shortcut34,Right Shortcut 2-4,
msg_shortcut35,Right Shortcut 2-5,
msg_shortcut36,Right Shortcut 2-6,
msg_shortcut37,Right Shortcut 2-7,
msg_shortcut38,Right Shortcut 2-8,
msg_shortcut39,Right Shortcut 2-9,
msg_shortcut4,Open/Close Input Box,
msg_shortcut40,Right Shortcut 2-10,
msg_shortcut41,Right Shortcut 2-11,
msg_shortcut42,Right Shortcut 2-12,
msg_shortcut43,Lower Left Shortcut 1,
msg_shortcut44,Lower Left Shortcut 2,
msg_shortcut45,Lower Left Shortcut 3,
msg_shortcut46,Lower Left Shortcut 4,
msg_shortcut47,Lower Left Shortcut 5,
msg_shortcut48,Lower Left Shortcut 6,
msg_shortcut49,Lower Left Shortcut 7,
msg_shortcut5,Action ,
msg_shortcut50,Lower Left Shortcut 8,
msg_shortcut51,Lower Left Shortcut 9,
msg_shortcut52,Lower Left Shortcut 10,
msg_shortcut53,Lower Left Shortcut 11,
msg_shortcut54,Lower Left Shortcut 12,
msg_shortcut55,Lower Right Shortcut 1,
msg_shortcut56,Lower Right Shortcut 2,
msg_shortcut57,Lower Right Shortcut 3,
msg_shortcut58,Lower Right Shortcut 4,
msg_shortcut59,Lower Right Shortcut 5,
msg_shortcut6,Main Hotkey 1,
msg_shortcut60,Lower Right Shortcut 6,
msg_shortcut61,Lower Right Shortcut 7,
msg_shortcut62,Lower Right Shortcut 8,
msg_shortcut63,Lower Right Shortcut 9,
msg_shortcut64,Lower Right Shortcut 10,
msg_shortcut65,Lower Right Shortcut 11,
msg_shortcut66,Lower Right Shortcut 12,
msg_shortcut67,Select Target ,
msg_shortcut68,Shift to Next Target,
msg_shortcut69,Select Yourself,
msg_shortcut7,Main Hotkey 2,
msg_shortcut70,Interface Control Panel,
msg_shortcut71,Open/Close Item Interface,
msg_shortcut72,Open/Close Character Interface,
msg_shortcut73,Open/Close Skills Interface,
msg_shortcut74,Open/Close Map Interface,
msg_shortcut75,Open/Close Quest Interface,
msg_shortcut76,Open/Close System Interface,
msg_shortcut77,Open/Close Community Interface,
msg_shortcut78,View ,
msg_shortcut79,Camera Turn Left,
msg_shortcut8,Main Hotkey 3,
msg_shortcut80,Camera Turn Right,
msg_shortcut81,Camera Zoom In,
msg_shortcut82,Camera Zoom Out,
msg_shortcut83,Other Buttons,
msg_shortcut84,Screen Shots,
msg_shortcut85,Follow,
msg_shortcut86,Ranking List,
msg_shortcut87,Master & Prentice,
msg_shortcut88,Main Hotkey 1 to yourself,
msg_shortcut89,Main Hotkey 2 to yourself,
msg_shortcut9,Main Hotkey 4,
msg_shortcut90,Main Hotkey 3 to yourself,
msg_shortcut91,Main Hotkey 4 to yourself,
msg_shortcut92,Main Hotkey 5 to yourself,
