程序导标记，不用翻译,,
STRID,LAN,Remark
npc_4958,Ancient Vessel of Water,
npc_4957,Ancient Vessel of Blend,
npc_4956,Patrol Entourage,
npc_4955,Patrol Entourage,
npc_4954,Patrol Entourage,
npc_4953,Cave Bat,
npc_4952,Freak Viper,
npc_4951,Chamber Gate,
npc_4950,Chamber Gate,
npc_4949,Little Girl,
npc_4948,Little Boy,
npc_4947,Little Girl,
npc_4946,Little Boy,
npc_4945,Little Girl,
npc_4944,Patrol Entourage Header,
npc_4943,Patrol Entourage Header,
npc_4942,Patrol Entourage Header,
npc_4941,Cave Bat Header,
npc_4940,Freak Viper Header,
npc_4939,Sword Warrior,
npc_4938,Sir Moon Dragon,
npc_4937,Little Girl,
npc_4936,Hong's Wife,
npc_4935,Hong's Personal Entourage,
npc_4934,Divine Silver Fox,
npc_4933,Cave Bat,
npc_4932,Freak Viper,
npc_4931,Robust Man,
npc_4930,Dog Gatekeeper,
npc_4921,Picked Turtle Beast,
npc_4920,Picked Ore Giant,
npc_4919,Picked Golden Macaque,
npc_4918,[no_use],
npc_4911,Mini Mech Monster,
npc_4910,Picked Wood Demon,
npc_49,Doctor of the Camp,
npc_4890,Santa Claus,
npc_4889,Santa Claus,
npc_4888,White Eagle,
npc_4887,White Eagle,
npc_4886,Sir Disaster,
npc_4885,Little Monk,
npc_4884,Competition Merchant,
npc_4883,Arena Merchant,
npc_4882,Devil Box of Crime,
npc_4881,Devil Box of Tortoise,
npc_4880,Devil Box of Tiger,
npc_4879,Devil Box of Phoenix,
npc_4878,Devil Box of Dragon,
npc_4877,Devil Dimoros,
npc_4876,Siva Beast,
npc_4875,Elite Prentice of Siva,
npc_4874,Elite Prentice of Siva,
npc_4873,Elite Prentice of Siva,
npc_4872,Elite Prentice of Siva,
npc_4871,Elite Prentice of Siva,
npc_4870,Elite Prentice of Siva,
npc_4869,Elite Prentice of Siva,
npc_4868,Elite Prentice of Siva,
npc_4867,Elite Prentice of Siva,
npc_4866,Elite Prentice of Siva,
npc_4863,Loo's Graves Keeper,
npc_4861,Powerful Brass Spider,
npc_4860,Warp Spider Spawn,
npc_4859,Glass Scorpion,
npc_4858,Grave Bat,
npc_4857,Grave Bat,
npc_4853,Grave Patrolman,
npc_4852,Grave Patrolman,
npc_4851,Octopus Monster,
npc_4850,Myth Teleport Stele,
npc_4849,Myth Teleport Stele,
npc_4848,Spider Catacomb Child,
npc_4847,Spider Catacomb Child,
npc_4846,Ghost Guard,
npc_4845,Grave Guard,
npc_4844,Brass Spider,
npc_4843,Hail Scorpion,
npc_4842,Fire Spider,
npc_4841,Ice Scorpion,
npc_4840,Super Battle Spider,
npc_4839,Turbo Machine Demon,
npc_4838,Millenary Flame Spider,
npc_4837,Millenary Iron Scorpion,
npc_4836,Hollow Demon Ghost,
npc_4833, ,
npc_4809,Hotspring,
npc_4807,Cure Stick,
npc_4805,Vital Tree,
npc_4804,Senior Witch Doctor,
npc_4803,Junior Witch Doctor,
npc_4802,Octopus Guard,
npc_4801,Monkey Guard,
npc_4800,Spider Guard,
npc_48,Wounded Person 02,
npc_4794,Grocer,
npc_4793,Pet Merchant,
npc_4792,Mammon,
npc_4791,Powerful Purple Wing Bat,
npc_4790,Exit of Scenario,
npc_4789,Phantom Viper,
npc_4788,Exit of Flying Turtleback,
npc_4787,Exit of 4F of Star Tower,
npc_4786,Exit of 3F of Star Tower,
npc_4785,Exit of 2F of Star Tower,
npc_4784,Exit of Star Tower,
npc_4783,Entrance of Flying Turtleback,
npc_4782,Entrance of 4F of Star Tower,
npc_4781,Entrance of 3F of Star Tower,
npc_4780,Entrance of 2F of Star Tower,
npc_4779,Entrance of Star Tower,
npc_4778,Seven Stars Stage Child,
npc_4777,Seven Stars Stage Child,
npc_4776, ,
npc_4775,Elite Blaze Herald,
npc_4774,Elite Necromancer Herald,
npc_4773,Elite Bodyguard,
npc_4772,Elite Posseman,
npc_4771,Elite Soldier Watcher,
npc_4770,Elite Soldier Coach,
npc_4769,Elite Club Servitor,
npc_4768,Elite Spalpeen,
npc_4767,Soul of Loosan,
npc_4766,Soul of Loosi,
npc_4765,Soul of Chen-Changgu,
npc_4764,Soul of Cui-Tianshou,
npc_4763,Soul of Wei-Chiyuan,
npc_4762,Soul of Xuyu,
npc_4761,Body of Loosan,
npc_4760,Body of Loosi,
npc_4759,Body of Chen-Changgu,
npc_4758,Body of Cui-Tianshou,
npc_4757,Body of Wei-Chiyuan,
npc_4756,Body of Xuyu ,
npc_4754,Demon Guard,
npc_4753,Orc Watcher,
npc_4752,Throat Rift Orc,
npc_4751,Hollow Heister,
npc_4750,Vicious Moocher,
npc_4749,Fisherman,
npc_4748,Mace Wood Demon,
npc_4747,Stone Guard,
npc_4746,Tusk Ogre Warrior,
npc_4745,Horse-head Bear Ranger,
npc_4744,Phantom Bat,
npc_4736,Fierce Bandit,
npc_4735,The Chief of Fierce Bandit,
npc_4734,The Tyrant of Zombie,
npc_4733,Blood Tree Ghost,
npc_4732,Blackhearted Cockroach,
npc_4731,The King of Pig Face Cat,
npc_4730,Big Fire Eye Skull,
npc_4729,Gun Witch Leader,
npc_4728,Heathen Guard Major,
npc_4727,Hell Ghost Fire,
npc_4726,Syren Leader,
npc_4725,Red Snake General,
npc_4724,Ore Giant Captain,
npc_4723,Heathen Evil Monk,
npc_4722,Big Poison Fly,
npc_4721,Sturdy Aborigine,
npc_4700,Reception Monk,
npc_47,Peasant,
npc_4699,Fire Trap,
npc_4698,Mushroom Guard,
npc_4697,Buddha Lotus,
npc_4696,Lady Fei,
npc_4694,Moonlight Cavy,
npc_4693,Firefly Cavy,
npc_4687,Ascetic Master Ku,
npc_4686,Fire Eye Skull,
npc_4685,Gun Witch,
npc_4684,Guard of Heathendom,
npc_4683,Hades Ghost Fire,
npc_4682,Heathen Syren,
npc_4681,Red Snake Captain,
npc_4680,Ore Giant,
npc_4679,Heathen Brutal Monk,
npc_4678,Burma Poison Fly,
npc_4677,Controlled Aborigine,
npc_4676,Gambol Mushroom,
npc_4670,Scrapped Machine Man,
npc_4669,Scrapped Machine Man,
npc_4668,Transparent Door,
npc_4667,Poison Dragon Vitals,
npc_4666,Poison Dragon General,
npc_4665,Machine Master,
npc_4664,Ochu Faerie,
npc_4663,Ice Mirror Faerie,
npc_4662,Poison Dragon Underling,
npc_4661,Dank Poison Fly,
npc_4660,Elite Meat Ganoderma,
npc_4659,Elite Peach Spirit,
npc_4658,Elite Machine Giant,
npc_4657,Elite Machine Monster,
npc_4656,Ice Mirror Prentice,
npc_4655,Glacier Silver Fox,
npc_4654,Roaming Apothecary,Roaming
npc_4653,Roaming Apothecary,Roaming
npc_4652,Roaming Apothecary,Roaming
npc_4651,Reputation Merchant,Dai
npc_4650,Reputation Merchant,Whorl
npc_4649,Precision Blacksmith,
npc_4648,Precision Blacksmith,
npc_4647,Precision Blacksmith,
npc_4643,Young Lady of Spring,
npc_4642,  ,
npc_4641,   ,
npc_4640,Super Machine Monster,
npc_4639,Cute Girl Mouse,
npc_4638,Cute Boy Mouse,
npc_4637,Mammon,
npc_4636,Picket of Screw Bay,
npc_4635,Young Lady Dengping,
npc_4634,Fresh Berry,
npc_4633,Treasure Box,
npc_4632,Poison Golden Lotus,
npc_4631,Wounded Person,Loo
npc_4630,Wife of Muscle-man Wei,
npc_4629,Spy in Loo's Village,
npc_4628,Old Man,Clear Water Dam
npc_4627,Villager,Clear Water Dam
npc_4626,Auctioneer,Clear Water Dam
npc_4625,Childe Baiqi,
npc_4624,Scholar Yu,
npc_4623,Wounded Villager,
npc_4622,Sir Ling,
npc_4621,Young Man of Ling Mansion,
npc_4620,Tavern Boss,
npc_4619,Bistro,
npc_4618,Master Huang,
npc_4617,Zhao Xinyuan,
npc_4616,Posseman of Dai's Field,
npc_4615,Golden Star Tao Guo,
npc_4614,Red Bat Killer,
npc_4613,Bright Crystal Killer,
npc_4612,Mountain Man Kai,
npc_4611,Jet-arm Luo,
npc_4610,Nasty Tao Suxiu,
npc_4609,Fake Monk Yao,
npc_4608,Apprentice of Blaze Skull,
npc_4607,One-eyed Necromancer,
npc_4606,Cursed Villager,
npc_4605,Fire Chainball Loosan,
npc_4604,Head of Screw Bay,
npc_4603,Jailor of Screw Bay,
npc_4602,Guard of Screw Bay,
npc_4601,Racoon Loosi,
npc_4600,Soldier of Loo's Village,
npc_46,Posseman,
npc_4599,Guard of Loo's Village,
npc_4598,Posseman of Loo's Village,
npc_4597,Guard of Heister Head,
npc_4596,Heister Head,
npc_4595,Brawny Soldier,
npc_4594,Jade Robe Heister,
npc_4593,Iron Tail Tiger,
npc_4592,Steel Teeth Crocodile,
npc_4591,Vice Leader Chen-Changgu,
npc_4590,Blademan of Loo's Village,
npc_4589,Nark of Loo's Village,
npc_4588,Wheel Blade Cui-Tianshou,
npc_4587,Pawn of Chen's Manor,
npc_4586,Watcher of Chen's Manor,
npc_4585,Sentinel of Chen's Manor,
npc_4584,Firebolt Wei-Chiyuan,
npc_4583,Club Servitor,
npc_4582,Soldier of Chen's Manor,
npc_4581,Guard of Chen's Manor,
npc_4580,Wicked Moocher,
npc_4579,Spalpeen,
npc_4578,River Bandit,
npc_4577,Fisherman,
npc_4576,Cateran,
npc_4575,Immortal Turtle Beast,
npc_4574,Brier Beast,
npc_4573,Green Viper,
npc_4572,Elite Bine Monster,
npc_4571,Xuyu,
npc_4570,Ninja Stabber,
npc_4569,Elite Masked Heister,
npc_4568,Elite Blade Ranger,
npc_4567,Janitor of Guild Demesne,
npc_4566,Janitor of Guild Demesne,
npc_4565,Lunar Stone,
npc_4564,Lunar Stone,
npc_4563,Immortal Prentice,
npc_4562,Master Qingxuzi,
npc_4561,Stone of Sword,
npc_4560,Stone of Life,
npc_4554,Cloudland Pavilion,
npc_4553,Lunar Cave,
npc_4552,The Statue of Sword,
npc_4551,Ancient Tree of Life,
npc_4550,Ancient Vessel of Nature,
npc_4549,Veteran Green Tree Ghost,
npc_4548,Veteran Tusk Ogre Warrior,
npc_4547,Veteran Hollow Masked Heister,
npc_4546,Veteran Fantasy Palace Jackal,
npc_4545,Veteran Black Bear,
npc_4544,Veteran Machine Man,
npc_4543,Veteran Axe Monk Soldier ,
npc_4542,Veteran Lecher,
npc_4541,Veteran Play Boy,
npc_4540,Veteran Bandit Soldier,
npc_4539,Veteran Snake Head,
npc_4533,Santa Mushroom,
npc_4532,Santa Mushroom,
npc_4531,Santa Mushroom,
npc_4530,Santa Mushroom,
npc_4529,Santa Mushroom,
npc_4528,Santa Mushroom,
npc_4527,Santa Mushroom,
npc_4526,Santa Mushroom,
npc_4525,Santa Mushroom,
npc_4524,Santa Mushroom,
npc_4523,Snowman,
npc_4522,Santa Claus,
npc_4521,Santa Claus,
npc_4520,Santa Claus,
npc_4519,Christmas Tree,
npc_4518,Snowman,
npc_4517,Tamer Practicer,
npc_4516,Assassin Practicer,
npc_4515,Fairy Practicer,
npc_4514,Monk Practicer,
npc_4513,Wizard Practicer,
npc_4512,Reputation Merchant,Sky
npc_4511,Ascetic Fuhu,
npc_4510,Gentleman,
npc_4509,Fireball,
npc_4508,Wood Chest,
npc_4507,Sweet Grapefruit,
npc_4506,Sweet Grapefruit,
npc_4504,Qiu Zhixian,
npc_4503,Blaze Skull Marshal,
npc_4502,Blaze Skull Marshal,
npc_4501,Blue Fire Skeleton Beast,
npc_4500,Blue Fire Whip Skeleton,
npc_45,Follower of Master Can,
npc_4499,Viper Witch Doctor,
npc_4498,Viper War Giant,
npc_4497,Four-hand Yaksha Countess,
npc_4496,Blood Master Ore,
npc_4495,East Gate of Stone City,
npc_4494,Bloodsucker Queen,
npc_4493,Powerful Voodoo Spider,
npc_4488,Horrific Spider Spawn,
npc_4487,Warp Bloodsucker,
npc_4484,Altar Stone,
npc_4482,Bow Aborigine Patrolman,
npc_4481,Aborigine Vice Leader,
npc_4480,Poleax Aborigine Patrolman,
npc_4479,Aborigine Leader,
npc_4478,Warp Bloodsucker,
npc_4477,Powerful Cemetery Guard,
npc_4476,Powerful Fire Elf,
npc_4475,Powerful Bloodsucker,
npc_4474,Powerful Bow Aborigine,
npc_4473,Powerful Evil Centipede,
npc_4472,Hunks,
npc_4471,Treasure Box,
npc_4470,Cemetery Guard,
npc_4469,Gun Witch,
npc_4468,Altar Guard,
npc_4467,Sway Fire Elf,
npc_4466,Fire Eye Skull,
npc_4465,Poison Rattan,
npc_4464,Bloodsucker,
npc_4463,Bow Aborigine,
npc_4462,Poleax Aborigine,
npc_4461,Evil Centipede,
npc_4460,Wing Centipede,
npc_446,Tie Dan,
npc_4459,Teleport Stele,
npc_4458,Moon Cake Merchant,Stone
npc_4457,Moon Cake Merchant,Sand
npc_4456,Moon Cake Merchant,Sky
npc_4455,Old Man,Stone
npc_4454,Old Man,Sand
npc_4453,Old Man,Sky
npc_4452,Sweet Grapefruit,
npc_4451,    ,
npc_4450,   ,
npc_445,Apothecary,Stone
npc_4449,   ,
npc_4448,  ,
npc_4447,Reputation Merchant,Vast
npc_4446,Shopman,Belvedere 
npc_4445,[no_use],
npc_4444,[no_use],
npc_4443,[no_use],
npc_4442,[no_use],
npc_4441,[no_use],
npc_4440,Chase Geezer,
npc_444,Apothecary,Sand
npc_4439,Apothecary,Vast
npc_4438,Grandaunt Lei,
npc_4437,Yin Sushang,
npc_4436,Qi Xia-er,
npc_4435,Lee Yingqiong,
npc_4434,Voodoo Spider,
npc_4433,Green Tree Ghost,
npc_4432,Callet Ghost Major,
npc_4431,Callet Ghost,
npc_4430,Dicephalous Fire Serpent,
npc_443,Apothecary,Sky
npc_4429,Fire Serpent,
npc_4428,White Tiger King,
npc_4427,Tiger Major,
npc_4426,Cub Tiger,
npc_4425,    ,
npc_4424,   ,
npc_4423,  ,
npc_4422, ,
npc_4421,Sword Master Linglingzi,
npc_4420,Madam Golden Whisk,
npc_442,Blue Hornbill,
npc_4419,Green Clay,
npc_4418,Bamboo Hat Tao,
npc_4417,Old Man,White Bear Village
npc_4416,Village Head,White Bear Village
npc_4415,Rube Rich Man,White Bear Village
npc_4414,Farmer,White Bear Village
npc_4413,Villager,White Bear Village
npc_4412,Villager of White Bear Village,White Bear Village
npc_4411,Coffin,
npc_4410,Snake Sword Tao,
npc_441,Red Hornbill,
npc_4409,Eyes Wood Beast,
npc_4408,Mace Wood Demon,
npc_4407,Wood Demon,
npc_4406,Small Wood Demon,
npc_4405,Fire Fan Childe,
npc_4404,Tri-arm Swordman,
npc_4403,Small Crystal Rockman,
npc_4402,Crystal Rockman,
npc_4401,Blowgun Tusk Ogre,
npc_4400,Tusk Ogre Sorcerer,
npc_440,Siberian Husky,
npc_44,Little Girl,
npc_4399,Tusk Ogre Warrior,
npc_4398,Tusk Ogre,
npc_4397,Horse-head Bear Captain,
npc_4396,Horse-head Bear Guard,
npc_4395,Horse-head Bear Patrol,
npc_4394,Soul Lost Horse-head Bear,
npc_4393,Aberrance Horse-head Bear,
npc_4392,Four-hand Yaksha,
npc_4391,Green Snipe,
npc_4390,Fire Eye Skull,
npc_439,Golden Husky,
npc_4389,Cursed Zombie,
npc_4388,Plum Blossom Tree,
npc_4387,Purple Wing Bat,
npc_4386,M-Flag,
npc_438,Snow Wolf,
npc_4371,Teleport Stele,
npc_437,Red Panther,
npc_4366,Hunks,
npc_4365,Hollow Masked Heister,
npc_4364,Hollow Masked Heister,
npc_4363,Hollow Masked Heister,
npc_4362,Hollow Masked Heister,
npc_4361,Cruel Snow Beast,
npc_4360,Cruel Snow Beast,
npc_436,Pink Bee,
npc_4359,Cruel Snow Beast,
npc_4358,Cruel Snow Beast,
npc_4357,Cruel Snow Beast,
npc_4356,Cruel Snow Beast,
npc_4355,Raging Brutal Monk,
npc_4354,Raging Enchanter,
npc_4353,  ,
npc_4352,Ice Gate,
npc_4351,Prison Gate,
npc_4350,Iron Gate,
npc_435,Iron Face Monk,
npc_4349,Forge,
npc_4348,Raging Brutal Monk,
npc_4347,Raging Enchanter,
npc_4346,Evil Blade,
npc_4345,Evil Blade,
npc_4344,Powerful Mace Snow Giant,
npc_4343,Powerful Cruel Snow Beast,
npc_4342,Powerful Fire Rock Giant,
npc_4341,Powerful Demon Soldier,
npc_4340,Powerful Giant Bat,
npc_434,Deluded Enchanter,
npc_4339,Powerful Giant Spider,
npc_4338,Powerful Fantasy Guard,
npc_4337,Powerful Fantasy Escort,
npc_4336,Treasure Box,
npc_4335,Skull Herald,
npc_4334,Skull Herald,
npc_4333,Apothecary,
npc_4332,Tao Bai Shui,
npc_4331,Le San Guan,
npc_4330,Muscle-man Wei ,
npc_433,Immortal Lee,
npc_4329,Wain Tao,
npc_4328,Silver Cicada,
npc_4327,Tomb Stone,
npc_4326,Fire Boar,
npc_4325,Virulent Spider,
npc_4324,Ice Banshee,
npc_4323,Evil Blade,
npc_4322,Fantasy Guard,
npc_4321,Fantasy Escort,
npc_4320,Giant Bat,
npc_432,Chartered Merchant,
npc_4319,Giant Spider,
npc_4318,Mire Monster,
npc_4317,Water Monster,
npc_4316,Orc Watcher,
npc_4315,Throat Rift Orc,
npc_4314,Hollow Masked Heister,
npc_4313,Masked Heister,
npc_4312,Claw Beast,
npc_4311,Blade Ranger,
npc_4310,Fire Rock Giant,
npc_431,Angel Treasure Box,
npc_4309,Mace Snow Giant,
npc_4308,Cruel Snow Beast,
npc_4307,Hell Snow Giant,
npc_4306,Evil Snow Giant,
npc_4305,Snow Beast,
npc_4304,Snow Man,
npc_4303,Demon Soldier,
npc_4302,Phantom Corpse,
npc_4301,Frost Skull,
npc_430,Fair Prentice,
npc_43,Little Buddhist Nun,
npc_429,Advanced Fairy Prentice,
npc_428,Fairy Prentice,
npc_427,Lu Yuqing,
npc_426,Wu Wenqi,
npc_425,Zhang Yaoqin,
npc_424,Monk Prentice,
npc_423,Advanced Monk Prentice ,
npc_422,Monk Prentice,
npc_421,Buddhist Monk Kong Tuo,
npc_4201,Reputation Merchant,Snow Mountian
npc_420,Wizard Prentice,
npc_42,Master Jade,
npc_419,Advanced Wizard Prentice,
npc_418,Wizard Prentice,
npc_417,Servant Child,
npc_416,Captured Child,
npc_415,Guild Admin,
npc_414,Reputation Merchant,
npc_413,Reputation Merchant,
npc_412,Warehouse Man,
npc_411,Apothecary,
npc_4101,Reputation Merchant,Laurel Mountain 
npc_410,Blacksmith,
npc_41,White Cloud Master,
npc_409,Village Officer,
npc_408,Apothecary,Aborigine 
npc_407,Reputation Merchant,
npc_406,Reputation Merchant,
npc_405,Ancient Rattan,
npc_404,Ancient Rattan,
npc_403,Elite Golden Macaque,
npc_402,Elite Wild Mule,
npc_401,Elite Tree Man,
npc_400,Elite Wild Wolf,
npc_40,Wounded Panda,
npc_4,Old Cockroach,
npc_399,Elite Boa,
npc_398,Elite Aborigine Guard,
npc_397,Elite Poison Fly,
npc_396,Present Man,
npc_395,Assistant Apothecary,Laurel Mountain 
npc_394,Apothecary,
npc_393,Mushroom Villager,
npc_392,Aborigine Hunter,
npc_391,Blacksmith,Camp 
npc_390,Red Flower Grandma,
npc_39,Buddhist Monk Purple Moon,
npc_389,Red Flower Grandma Split Body,
npc_388,Peach Headstream Village officer,
npc_387,Peach Headstream Villager,
npc_386,Strange Machine Man,
npc_385,Ruo Lan,
npc_384,Zhu Wen,
npc_383,Black Stone Guard,
npc_382,Dark Grass,
npc_381,Immortal Crocodile Guard,
npc_380,Red Flower Guard,
npc_38,Buddhist Monk Zhi Fei,
npc_379,Machine Guard,
npc_378,Elite Peach Ghost,
npc_377,Polluted Peach Tree,
npc_376,Golden Camel Guard,
npc_375,Counterjumper,
npc_374,Auctioneer,
npc_373,Warehouse Man,
npc_372,Apothecary,
npc_371,Blacksmith,
npc_370,Little Pangolin,
npc_37,Poison Golden Silkworm,
npc_369,Zhao Yan-er,
npc_368,Spring Bamboo Shoot,
npc_367,Little Tao Zhang,
npc_366,Merchant,Aborigine 
npc_365,Aborigine Woman,
npc_364,Xiao San-er,
npc_363,Blacksmith,Crow Forest
npc_362,Shang Fengzi,
npc_361,Golden Monkey,
npc_360,Little Wild Mule,
npc_36,Iron Bell Tao,
npc_359,Ganoderma,
npc_358,Little Onion,
npc_357,Ancient City Evil Ghost,
npc_356,Forest Tree Man,
npc_355,Aborigine Officer,
npc_354,Wild Mule King,
npc_353,Tiger King,
npc_352,Jungle Crocodile,
npc_351,Golden Macaque Head,
npc_350,Timber Wild Wolf,
npc_35,Flame Tao,
npc_349,Withered Grass Pile,
npc_348,Undeserved Ghost,
npc_347,Friar's Lantern,
npc_346,Bitter Elf,
npc_345,Tempted Man,
npc_344,Stele,
npc_343,Celestial Tao,
npc_3424,Little Grey Rabbit,
npc_3423,Baby Piggy Face Cat,
npc_3422,Snow Leopard,
npc_3421,Battle Horse,
npc_3420,Darkness Valley Herb,
npc_342,Herald without Eyebrow,
npc_3419,Immortal Tamer,
npc_3418,Big Spirit,
npc_3417,Red Spirit,
npc_3416,Mountain Spirit,
npc_3414,Aberrance Wolfman,
npc_3412,Little Tree Spirit,
npc_3411,Parrot,
npc_3410,Little Flying Sprite,
npc_341,Mounted Brigand Head,
npc_3409,Little Wood Man,
npc_3408,Little Aberrance Dog,
npc_3407,Niu Er,
npc_3406,Lu Jin,
npc_3405,Tiger Head Man,
npc_3404,Lu Wuer,
npc_3403,Lu Xiao,
npc_3402,White Parrot,
npc_340,War Wolf,
npc_34,The Eight Diagrams Master,
npc_339,Roving Bandit Head,
npc_338,Bulletin Board,
npc_337,Planted Agent for Mounted Brigand,
npc_336,Battle Horse,
npc_335,Villager to Scout,
npc_334,Sand Village Head,
npc_333,Post Officer,
npc_3323,Fairy Prentice,
npc_3322,     ,
npc_3321,Grime Faerie Major,
npc_3320,Grime Faerie,
npc_332,Red Head Vulture,
npc_3319,Water Eidolon Major,
npc_3318,Little Thunder Rattan,
npc_3317,Little Straw Monster,
npc_3316,Little Water Eidolon,
npc_3315,Anchoret,
npc_3314,Flower Sprite,
npc_3313,Water Eidolon,
npc_3312,Thunder Rattan,
npc_3311,Golden Lotus,
npc_3310,Straw Monster,
npc_331,Rotten Skin Wolf,
npc_3309,Female Fairy Prentice,
npc_3308,Male Fairy Prentice,
npc_3307,Nun Ding Xu,
npc_3306,Nun Ding Hui,
npc_3305,Nun Ding Xian,
npc_3304,Wu Wenqi,
npc_3302,Nun Su Yin,
npc_3301,Zhou Qingyun,
npc_330,Shabby Suitcase,
npc_33,Cortege Xue,
npc_329,Lost Goods,
npc_328,Xu Yue,
npc_327,Soul of Eighth Auntie,
npc_326,Apothecary,Jokul 
npc_325,Blacksmith,Jokul 
npc_324,Counterjumper ,
npc_323,Chamber of Commerce Boss,
npc_322,Uncle Liu,
npc_3210,Drunk Grass,
npc_321,Snow Village Head,
npc_3209,Stone Minion,
npc_3208,Stone Man,
npc_3207,Giant Wild Ape,
npc_3206,Wild Ape,
npc_3205,Wild Boar,
npc_3204,Little Wild Boar,
npc_3203,Tao Novice Yun,
npc_3202,Tao Novice Song,
npc_320,Fur Chapman,
npc_32,Gangster Zhang,
npc_319,Jokul Doctor,
npc_318,Jokul Hunter,
npc_317,Eighth Auntie ,
npc_316,Kaoliang Spirit,
npc_315,Corpse,
npc_314,Fantasy Palace Jackal,
npc_313,Evil Monk Guard,
npc_3129,Monk Prentice,
npc_3128,Blood Eidolon Captain,
npc_3127,Senior Blood Eidolon,
npc_3126,Blood Eidolon,
npc_3125,Little Blood Eidolon,
npc_3124,Pangolin,
npc_3123,Wild Boar King,
npc_3122,Wild Boar,
npc_3121,Little Wild Boar,
npc_3120,Green Scarp Herb,
npc_312,Demon of Sanskrit Sound,
npc_3119,Big Blood Eidolon,
npc_3118,Blood Eidolon,
npc_3115,Little Blood Eidolon,
npc_3114,Little Wild Wolf,
npc_3113,Ape,
npc_3112,Little Ape,
npc_3111,Wild Boar,
npc_3110,Little Wild Boar,
npc_311,Evil Monk Defender,
npc_3108,White Vulture,
npc_3107,Buddha Slave (right-click me),
npc_3106,Old Nanmu,
npc_3105,Millenary Nanmu Guard,
npc_3104,Nanmu Guard,
npc_3103,Buddhist Novice Ming,
npc_3102,Buddhist Novice Qing,
npc_3101,Buddhist Novice Shan,
npc_310,Snow Bandit,
npc_31,Jin Guangding,
npc_309,Snow Giant,
npc_308,Ancient Snow Man,
npc_307,Snow Leopard,
npc_306,Snow Eagle,
npc_305,Mountain Wild Wolf,
npc_304,Ore Giant,
npc_303,Guard of West Region Demon,
npc_302,Demon of West Region,
npc_3014,Stalagmite Giant,
npc_3013,Millenary Meat Ganoderma,
npc_3012,Meat Ganoderma,
npc_3010,Bobtail Monkey,
npc_301,Jokul Flying Snake,
npc_3009,Female Wizard prentice,
npc_3008,Male Wizard Prentice,
npc_3007,Nun Moon,
npc_3006,Nun Wind,
npc_3005,Yuan Xing,
npc_3004,Lee Yingqiong,
npc_3003,Madam Miao Yi,
npc_300,Black Bear,
npc_30,Mace Fatso,
npc_3,Adult Piggy Face Cat,
npc_299,Bine Monster,
npc_298,Bald Vulture Guard,
npc_297,Bald Vulture Head,
npc_296,Red Head Vulture,
npc_295,Rotten-Eat Crocodile,
npc_294,Western Evil Monk,
npc_293,Western Gundog,
npc_292,Western Enchanter,
npc_2914,Blood Palace Herald,
npc_2913,Blood Palace General,
npc_2912,Bloody Palace Servant,
npc_2911,Glacier Silver Fox,
npc_2910,Blood Palace Guard,
npc_291,Fresh Wild Fruit,
npc_2905,Palace Gate,
npc_2904,War Admin,
npc_2903,Command Flag,
npc_2902,Crystal Tower,
npc_2901,Sealed Tower,
npc_290,Auctioneer,
npc_29,Millenary Snake Demon,
npc_289,Warehouse Man,
npc_288,Apothecary,
npc_287,Blacksmith,
npc_286,Jackal Wolf,
npc_285,Jackal Wolf,
npc_284,Loong Fei,
npc_283,Zaton,
npc_282,Zaton,
npc_281,Zaton,
npc_280,Callet Head Young,
npc_28,Mobster,
npc_279,Elite Axe Monk Soldier ,
npc_278,Elite Axe Monk Soldier ,
npc_277,Elite Axe Monk Soldier ,
npc_276,Elite Monk Ranger,
npc_275,Jackal Wolf,
npc_274,Elite Fatal Centipede ,
npc_273,Elite Black Leopard,
npc_272,Elite Callet ,
npc_271,Elite Lecher,
npc_270,Elite Play Boy,
npc_27,Lecher,
npc_269,Elite Blackshirt Bandit,
npc_268,Elite Mace Fatso,
npc_267,Elite Bandit,
npc_266,Zaton,
npc_265,Poison Golden Silkworm,
npc_264,Buddhist Monk Purple Moon,
npc_263,Fa-Yuan,
npc_262,Green Robe Master,
npc_261,Loong Fei,
npc_260,Monk Mao Tai,
npc_26,Wild Wolf,
npc_255,Prentice of Monk Mao Tai,
npc_254,Qiu Lin,
npc_253,Locked Up Examinee,
npc_252,Burma Poison Fly,
npc_251,Golden Silkworm Guard,
npc_250,Tracing Bandit,
npc_25,Ghost Wind Tao Split Body,
npc_249,Cortege Cat Burglar,
npc_248,Loong Fei's Guard,
npc_247,Guard of Muscle-man Wei,
npc_246,Guard of Wei's Village,
npc_245,Blade Monk Soldier ,
npc_244,Hiding Bandit,
npc_243,Tracing Killer,
npc_242,Phony Muscle-man Wei ,
npc_241,Strange Pilgrim,
npc_240,Little Panda,
npc_24,Immortal Centipede,
npc_239,Ghost Tao Guard,
npc_238,Centipede Guard,
npc_237,Snake Bandit General,
npc_236,Snakeman Guard,
npc_235,Aberrance Bamboo Snake,
npc_234,Snake King Guard,
npc_233,Counterjumper ,
npc_232,Anchorite,
npc_231,Master Jade,
npc_230,Little Green Snake,
npc_23,Blackshirt Bandit,
npc_229,Lily,
npc_228,Flying Snake,
npc_227,Jackal wolf,
npc_226,Apparition,
npc_225,Hunter,
npc_224,Horrible Demon Ghost,
npc_223,Bandit,
npc_222,Roving Bandit,
npc_221,Black Leopard,
npc_220,Little Black Leopard,
npc_22,Wild Rabbit,
